t_ms,Accel_X,Accel_Y,Accel_Z,Gyro_X,Gyro_Y,Gyro_Z,label,session_id
1774691456199,-7776,5864,-14136,993,4138,-1238,Double_Click,day2_me
1774691456215,-6644,6500,-15120,739,5185,-339,Double_Click,day2_me
1774691456227,-4984,6552,-14868,1794,-128,-2397,Double_Click,day2_me
1774691456244,-6684,6180,-14624,1731,-560,-2931,Double_Click,day2_me
1774691456255,-7520,5772,-14380,1656,718,-2143,Double_Click,day2_me
1774691456260,-7148,5784,-14384,1839,1302,-1164,Double_Click,day2_me
1774691456319,-7108,5312,-14192,2206,1207,-1292,Double_Click,day2_me
1774691456324,-7392,5016,-14544,1798,2365,-1130,Double_Click,day2_me
1774691456324,-6824,5124,-15028,950,2820,-691,Double_Click,day2_me
1774691456328,-5948,5296,-14824,549,1456,-994,Double_Click,day2_me
1774691456330,-7208,5120,-14460,591,1309,-1160,Double_Click,day2_me
1774691456380,-6992,5368,-14452,717,2629,-411,Double_Click,day2_me
1774691456380,-6488,5564,-14552,1524,3045,-67,Double_Click,day2_me
1774691456381,-6272,5384,-14532,2308,2964,-141,Double_Click,day2_me
1774691456383,-6800,4968,-14608,2864,4037,-81,Double_Click,day2_me
1774691462564,-3060,2940,-16896,116,-461,-157,Double_Click,day2_me
1774691462849,-3300,2720,-17268,165,-600,-408,Double_Click,day2_me
1774691462849,-3104,2720,-16628,-2,-639,-226,Double_Click,day2_me
1774691462849,-3284,2736,-16712,-463,-632,-269,Double_Click,day2_me
1774691462857,-3388,2972,-16748,-267,-575,-73,Double_Click,day2_me
1774691462857,-3264,2972,-16460,-70,-539,-151,Double_Click,day2_me
1774691462857,-3224,2452,-16568,301,-230,-349,Double_Click,day2_me
1774691462857,-3236,2768,-16756,20,-19,15,Double_Click,day2_me
1774691462857,-3244,2728,-16596,-53,-81,-146,Double_Click,day2_me
1774691462857,-3308,2632,-16696,5,31,-102,Double_Click,day2_me
1774691462857,-3172,2648,-16736,80,-122,6,Double_Click,day2_me
1774691462857,-3192,2592,-16640,-7,-292,-8,Double_Click,day2_me
1774691462857,-3476,2704,-16564,106,111,152,Double_Click,day2_me
1774691462857,-3336,2688,-16704,135,184,176,Double_Click,day2_me
1774691462857,-3280,2680,-16772,33,251,166,Double_Click,day2_me
1774691462857,-3240,2788,-16744,-27,118,222,Double_Click,day2_me
