t_ms,Accel_X,Accel_Y,Accel_Z,Gyro_X,Gyro_Y,Gyro_Z,label,session_id
1774673666502,-13144,7272,-8468,-17176,-22003,9167,Double_Click,day1_me
1774673666618,-13904,7944,-8516,-5163,-7998,7668,Double_Click,day1_me
1774673666618,-11876,6776,-9852,2109,4712,5358,Double_Click,day1_me
1774673666618,-10408,6544,-12964,4955,16269,2633,Double_Click,day1_me
1774673666618,-4388,4588,-16712,16619,16214,-2148,Double_Click,day1_me
1774673666618,-4064,1304,-17660,19623,7719,-3830,Double_Click,day1_me
1774673666618,-6280,-1504,-17848,17272,1027,-4524,Double_Click,day1_me
1774673666634,-9276,-3164,-16980,12084,-1361,-3280,Double_Click,day1_me
1774673666634,-11056,-3636,-15668,549,-1875,1243,Double_Click,day1_me
1774673666634,-10432,-2624,-14932,-3480,-2810,1938,Double_Click,day1_me
1774673666634,-10324,-1372,-14372,-5668,-3190,1903,Double_Click,day1_me
1774673666682,-10228,-204,-13660,-6433,-3170,1786,Double_Click,day1_me
1774673666682,-10020,1000,-12044,-4969,-2826,912,Double_Click,day1_me
1774673666682,-10404,1416,-12300,-3682,-1349,734,Double_Click,day1_me
1774673666682,-9792,1924,-12072,-2132,-1254,791,Double_Click,day1_me
1774673666734,-9704,2060,-11824,550,-1786,246,Double_Click,day1_me
1774673666744,-10856,536,-11896,3893,288,-925,Double_Click,day1_me
1774673666744,-11084,-288,-12408,3529,2324,-940,Double_Click,day1_me
1774673666746,-10616,-724,-12776,2770,3523,-360,Double_Click,day1_me
1774673666746,-9860,-852,-13192,2215,3761,380,Double_Click,day1_me
1774673671981,-4828,-872,-16476,-148,2,-34,Double_Click,day1_me
1774673672309,-4924,-640,-16272,-296,155,137,Double_Click,day1_me
1774673672318,-4780,-516,-16284,-72,7,287,Double_Click,day1_me
1774673672318,-4888,-416,-16388,3,-27,305,Double_Click,day1_me
1774673672318,-4880,-468,-16472,201,39,157,Double_Click,day1_me
1774673672318,-4824,-528,-16448,364,13,-10,Double_Click,day1_me
1774673672318,-4660,-580,-16492,-409,-284,121,Double_Click,day1_me
1774673672328,-4868,-404,-16392,-536,-356,129,Double_Click,day1_me
1774673672336,-4848,-152,-16204,-207,-216,174,Double_Click,day1_me
1774673672339,-4728,-200,-16220,151,-128,10,Double_Click,day1_me
1774673672341,-4944,-456,-16264,419,-282,-195,Double_Click,day1_me
1774673672344,-5036,-560,-16132,192,-133,-85,Double_Click,day1_me
1774673672346,-4828,-500,-16204,-18,61,-35,Double_Click,day1_me
1774673672348,-4760,-496,-16200,-233,-149,-130,Double_Click,day1_me
1774673672348,-4756,-276,-16120,-56,-403,-52,Double_Click,day1_me
1774673672350,-4828,-360,-16124,24,-375,-186,Double_Click,day1_me
1774673672352,-4748,-436,-16420,125,-589,-166,Double_Click,day1_me
1774673672352,-4384,-764,-17176,-116,-1956,315,Double_Click,day1_me
1774673672352,-3904,-808,-17300,-1146,-4429,594,Double_Click,day1_me
1774673672352,-4932,-140,-16132,-1278,-6592,180,Double_Click,day1_me
1774673672352,-5640,-80,-15788,-765,-5746,-191,Double_Click,day1_me
1774673672352,-5640,-184,-15664,-5,-5245,-366,Double_Click,day1_me
1774673672352,-5696,-320,-15836,229,-5228,-714,Double_Click,day1_me
1774673672352,-5816,-900,-16384,66,-5734,-111,Double_Click,day1_me
1774673672352,-5240,-1156,-18268,6,-8413,949,Double_Click,day1_me
1774673672352,-3788,-1556,-18696,-1355,-14298,2390,Double_Click,day1_me
1774673672352,-4020,-1252,-18236,-3084,-21049,2270,Double_Click,day1_me
1774673672352,-6320,-648,-15696,-3827,-29978,2260,Double_Click,day1_me
1774673672352,-8072,-732,-15176,-3976,-30438,2421,Double_Click,day1_me
1774673672352,-8636,-420,-12860,-4899,-28953,4127,Double_Click,day1_me
1774673672366,-10220,248,-11720,-5766,-24749,4043,Double_Click,day1_me
1774673672367,-11864,1584,-11032,-3340,-12607,3901,Double_Click,day1_me
1774673672369,-10972,1664,-11624,-1881,-7583,3363,Double_Click,day1_me
1774673672381,-10260,1556,-12104,-895,-4637,2025,Double_Click,day1_me
1774673672444,-10076,1480,-12124,125,-1908,477,Double_Click,day1_me
1774673672444,-12260,1688,-10104,1276,10044,-2966,Double_Click,day1_me
1774673672444,-12408,2232,-10572,2959,18946,-4028,Double_Click,day1_me
1774673672444,-9976,2048,-12560,5041,22851,-4441,Double_Click,day1_me
1774673672444,-7680,1128,-15236,6815,20856,-4915,Double_Click,day1_me
1774673672460,-5700,-1572,-18268,5152,4654,-3702,Double_Click,day1_me
1774673672460,-6968,-1944,-17132,2250,-1266,-2484,Double_Click,day1_me
1774673672476,-8772,-1596,-15428,-192,-3080,-1453,Double_Click,day1_me
1774673672482,-10060,-1020,-14284,-1227,-1910,-441,Double_Click,day1_me
1774673672491,-8924,-180,-14560,-911,-64,1130,Double_Click,day1_me
1774673672511,-8028,-72,-14712,-775,-1829,987,Double_Click,day1_me
1774673672533,-8404,12,-14320,-547,-2976,298,Double_Click,day1_me
1774673672546,-9044,92,-14068,80,-2375,5,Double_Click,day1_me
1774673672546,-8952,-280,-14192,101,-579,-157,Double_Click,day1_me
1774673672559,-9148,-76,-14460,-204,-457,149,Double_Click,day1_me
1774673672580,-8788,24,-14504,-291,-872,456,Double_Click,day1_me
1774673672587,-8676,184,-14364,-280,-1314,93,Double_Click,day1_me
1774673672623,-8708,224,-14040,-203,-548,-469,Double_Click,day1_me
1774673672623,-10432,-76,-4484,-4509,32767,-3680,Double_Click,day1_me
